A0A0B4JD44	GO:0034976
Q8IRH8	GO:0048085
Q9VD92	GO:0048680,GO:0006388
Q9VMC0	GO:0060271,GO:0007018
Q9W3X9	GO:0006878,GO:0006825,GO:0015679,GO:0002027
Q05913	GO:0045944,GO:0032968,GO:0006368,GO:0006367
Q9VG74	GO:0016051,GO:0070085
Q9VTG0	GO:0035435,GO:0044341
Q9VXT7	GO:0033345,GO:0051604
Q9W4C3	GO:0016579,GO:0006511
Q06849	GO:0000132,GO:0045196,GO:1902850,GO:0007269,GO:0048488
Q06943	GO:0006338,GO:0006357
Q9V7A7	
Q9VCZ8	GO:0006457
Q08473	GO:0008069,GO:0009953,GO:0007293,GO:0008298,GO:0006406,GO:0000398,GO:0033119,GO:0017148,GO:0000184,GO:0007314,GO:0030720,GO:0016325,GO:0048477,GO:0007297,GO:0019094,GO:0045451,GO:0000381,GO:0006405
Q9VCS4	GO:0007275,GO:0006511
Q09024	GO:0007411,GO:0070593,GO:0008340,GO:0055116,GO:0007156,GO:0046627,GO:0010888,GO:0014067,GO:0046628,GO:0042594
Q9VNA5	GO:0007098,GO:0010498,GO:0010499,GO:0043161
Q8IPY3	GO:0006533,GO:0006531,GO:0006537,GO:0045213,GO:0007416
Q9VHK3	GO:0045176,GO:0035147,GO:0098609,GO:0022416,GO:0001745,GO:0007391,GO:0007163,GO:0035156,GO:0008258,GO:0007254,GO:0036059,GO:0007219,GO:0007424,GO:0072697,GO:0030155,GO:0016476,GO:0046328,GO:0035220
Q9VKK5	GO:0010459,GO:0045968,GO:0007218,GO:0008016
Q9VL68	GO:0006635
Q0E8F2	
Q0E8G1	GO:0060912,GO:0046959,GO:0000122,GO:0045887
Q0E8G9	GO:0007411,GO:0007155,GO:0070593,GO:0007156
Q76NS2	GO:0006821
Q9GPQ1	GO:0045454,GO:0034599,GO:0042744,GO:0006979
Q9V457	GO:0035167
Q9VDQ5	GO:0006355
Q9VEF3	GO:0045892,GO:0045893,GO:0045944,GO:0006355
Q9VWA1	GO:0048268,GO:0072583,GO:0006886
Q9VCQ9	GO:0006520
Q9VDB7	
Q8IQ31	GO:0090630,GO:0006886,GO:0043087
Q9GU23	GO:0007528,GO:0009311,GO:0006486
Q9V3R8	GO:0035167,GO:0009234,GO:0070584,GO:0045611,GO:0035207,GO:0035204,GO:0043409,GO:0046580,GO:0045751,GO:0042371
Q9VEJ1	GO:0000398
Q9VG07	GO:0000028
Q9VGT3	GO:0006011
Q9VIX4	GO:0006635,GO:0033540,GO:0055088
Q0E8U8	
Q9V9S3	GO:0006402,GO:0017148
Q0E8W6	
Q0E8X7	GO:0016063
Q0E8X8	GO:0050830,GO:0006783,GO:0032780
Q9VID5	GO:0033227
Q9W2K2	GO:0033962,GO:0000290,GO:0000398,GO:0016070,GO:0006396
Q0E919	GO:0035556
Q0E938	
Q76NR6	GO:0019853,GO:0032504
Q9VX82	GO:0034314
Q4V3F0	GO:0019991,GO:0050808
Q8IN94	GO:0048085,GO:0006338,GO:0007480,GO:0008587,GO:0007476,GO:0008586,GO:0007406,GO:0014017,GO:0046530,GO:0045893,GO:0006355,GO:0006357,GO:0007379,GO:0048190,GO:0016055
Q8IRM9	GO:0042742,GO:0000480,GO:0000447,GO:0000472,GO:0034462
Q9VC86	
Q9VJ48	
Q9VNC2	GO:0043697,GO:0006342,GO:0016575,GO:0070932,GO:0070933,GO:0043066,GO:0007406,GO:0045944,GO:0006355
Q9VTW2	GO:0016311,GO:0046856,GO:0061512,GO:0007605
Q9VUR3	GO:0006412
Q0E965	GO:0030717,GO:0018105,GO:0007056
Q9W4W8	GO:0007005,GO:0006508
Q8MSG8	GO:0006302,GO:0000398,GO:0000012
Q9VRM3	GO:0048085,GO:0061343,GO:0007391,GO:0060857,GO:0003015,GO:0007424,GO:0035151,GO:0019991
Q9VXJ7	
Q9W062	GO:0000398,GO:0010389
X2JAX9	GO:0042335,GO:0035295
Q0E9C2	GO:0006325,GO:0070983,GO:0016573,GO:0043486,GO:0006357
Q9W1Y0	
Q9VY11	GO:0045455
Q0E9E2	GO:0006094,GO:0006090
Q1WWB7	GO:0035176
Q7KJ73	GO:0007166
Q9VHX9	GO:0005975,GO:1903801
Q0E9F9	GO:0006508
Q0E9N0	
Q9VTB3	GO:0006163
Q9VUU3	
Q0IGR7	
Q0IGT4	GO:0007423
Q0KHQ5	GO:0000186,GO:0032147,GO:0006915,GO:0048036,GO:0036335,GO:0016319,GO:0046621,GO:0030707,GO:0045807,GO:0035332,GO:0006468,GO:0042220,GO:0045471,GO:0035094,GO:0023014,GO:0031098,GO:0001894
Q8SY33	GO:0001700,GO:0035195,GO:0045475,GO:0035278,GO:0006402,GO:0060213,GO:0032880
Q9VAC8	GO:0010457,GO:0007099,GO:0007098,GO:0051298
Q0KHR2	GO:0051017,GO:0048800,GO:0008407,GO:0035017,GO:0009913,GO:0035317,GO:0007605
X2JGL7	GO:0006597
Q7JWW6	
Q0KHS0	GO:0007049,GO:0051301,GO:0046843,GO:0007017,GO:0007019,GO:0051013
Q0KHV6	GO:0000422,GO:0048749,GO:0035234,GO:0051654,GO:0048312,GO:0000266,GO:0007005,GO:0047497,GO:0010637,GO:0043524,GO:0043069,GO:0007274,GO:0048078,GO:0090141,GO:0006468,GO:1902956,GO:0010821,GO:0006979,GO:0030382,GO:0006511
Q0KHZ6	GO:0007406,GO:0006119
Q7KN94	GO:0048567,GO:0033539,GO:0008258,GO:0007443,GO:0002009,GO:0007424,GO:0006119
Q9VJF5	
Q7K3D4	
Q0KI76	
Q0KI81	GO:0006470
Q4V6L4	GO:0044255,GO:0016042,GO:0006629,GO:0032504
Q0KI91	
Q0KIA2	
Q9VI33	
Q9W2F4	GO:0060179
Q9VH87	GO:0040011,GO:0045433,GO:0035106
Q9VP44	GO:0007527
Q10714	GO:0007552,GO:0006508,GO:0009609,GO:0007289,GO:0007291
Q11002	GO:0021919,GO:0042335,GO:0050832,GO:0008340,GO:0009953,GO:0008345,GO:0007520,GO:0016322,GO:0016540,GO:0006508
Q1ECA0	
Q9VNX1	GO:0000724,GO:0042276,GO:0009314,GO:0019985,GO:0009650
Q1LZ24	GO:0045944,GO:0010468,GO:0006351
Q9VDF1	GO:0006357
Q1WWC5	
Q23971	
Q8MSY4	GO:0032456,GO:0007041,GO:0042147
Q8T415	GO:0019722,GO:0007099,GO:0000281,GO:0010824,GO:0032465
Q9VZG5	
Q23982	GO:0032504,GO:0045434,GO:0045297
Q9U1K7	
Q9VAF2	
Q9VBD0	GO:0010171,GO:0040003
Q9VJ72	GO:0060271,GO:0042073
Q9VRC3	
Q24008	GO:0071482,GO:0016059,GO:0050962,GO:0007602,GO:0008104,GO:0007605,GO:0007601
Q9VHM8	
Q9VY31	
Q9VEC5	GO:0050804,GO:0007270,GO:0042331,GO:0006606
Q24025	GO:0007378,GO:0030509,GO:0007398,GO:0008586,GO:0007313,GO:0030512,GO:0030511,GO:0061328,GO:0030510,GO:0040008,GO:0035271,GO:0007354
Q24050	GO:0002098
Q9VMQ7	GO:0006357,GO:0002098
Q24087	GO:0006974,GO:0006310,GO:0006302,GO:0000724,GO:0016321,GO:0007143,GO:0045132,GO:0006298,GO:0006289,GO:0006296,GO:1901255,GO:0030716,GO:0007131,GO:0000712
Q59DP4	
Q7JZ62	GO:0051260
Q95RI5	GO:0007409,GO:0036099
Q9V3Y5	GO:0000398,GO:0000381
Q9VF03	GO:0043044,GO:0007480,GO:0008587,GO:0008586,GO:0007474,GO:2000134,GO:0007406,GO:0045893,GO:0045088,GO:0006357
Q9VJ79	GO:0046058,GO:0046068,GO:0007165
Q9VK69	GO:0006457
Q9VLT3	GO:0050832,GO:0007391,GO:0008258,GO:0006910,GO:0035159,GO:0019991
Q9VQW7	GO:0035147,GO:0098609,GO:0030038,GO:0046843,GO:0007391,GO:0007156,GO:0007476,GO:0002009,GO:0048644,GO:0042059,GO:0035157,GO:0050768,GO:0045680,GO:0016318,GO:0035332,GO:0032956,GO:0090138,GO:0008360,GO:0007423,GO:0042060
Q9VTZ7	
Q9VZ00	
Q9W1E4	GO:0032516,GO:0034976
Q9W2S3	GO:0008344,GO:0048512,GO:0045938,GO:0032225
Q9XZ03	GO:0007417,GO:0007424,GO:0045944
X2J6K6	GO:1990399,GO:0008056,GO:2000035
Q9VDA3	GO:0043695,GO:0007606
Q9VQ22	
Q24120	GO:0030029,GO:0007015,GO:0045010,GO:0007304,GO:0048477,GO:0007315,GO:0045451,GO:0007316,GO:0015031
Q8IQF8	
Q9VR18	
Q9VZU1	GO:0007552,GO:0045944,GO:0007088
Q9W2J4	GO:0006011
Q9W474	
Q9V4P1	GO:0000915,GO:0008356,GO:0007349,GO:0030865,GO:0043063,GO:0032189,GO:0030726,GO:0007112,GO:0000281,GO:0048477,GO:0007009,GO:0007279,GO:0008104,GO:1904498,GO:0032465,GO:0007423,GO:0045035,GO:0031106
Q9VLF0	GO:0019991,GO:0050808
Q9VME2	
Q9VPH7	GO:0002184,GO:0007224,GO:0006415
Q9W466	
Q8SX40	GO:0006355
Q9U405	GO:0007349,GO:0007343,GO:0007143,GO:0045143,GO:0007279,GO:0045944,GO:0006357,GO:0006366
Q9VB72	
Q9VDW9	
Q9VJX3	GO:0007623,GO:0007444
Q9VM11	
Q9VMQ3	GO:0007140,GO:0051039
Q9VUZ4	
Q24142	GO:0050829,GO:0035002,GO:0007424,GO:0045089,GO:0006355
Q24152	GO:0031145,GO:0051301,GO:0007144,GO:0007143,GO:0007488,GO:0045737,GO:0006468,GO:0007346,GO:0051225,GO:0007057,GO:0035186
Q7JXA2	GO:0006469,GO:1904262,GO:0032007,GO:0048011,GO:0007219,GO:0038202
Q24155	GO:0007362,GO:0008293
Q24157	GO:0007298,GO:0007293,GO:0006688,GO:0042248,GO:0016333,GO:0007275,GO:0007219,GO:0048477,GO:0001744,GO:0007299,GO:0030707,GO:0030311,GO:0006486
Q24168	GO:0008283,GO:0030261,GO:0006261,GO:0006260,GO:0006270,GO:0007307,GO:0007076,GO:0007052
Q24169	GO:0006261,GO:0006260,GO:0006270,GO:0007076,GO:0007052
Q24173	GO:0035050,GO:0046579,GO:0018344,GO:0018342
Q8SX21	GO:0071456,GO:0019511,GO:0018401,GO:0030307,GO:0006611,GO:0008104,GO:0001666,GO:0007430
Q9VYG7	GO:0055085
Q9VT70	GO:0007409,GO:0007298,GO:0051301,GO:0016477,GO:0051298,GO:0051642,GO:0007059,GO:0048813,GO:0051303,GO:0000132,GO:0030951,GO:0007294,GO:0007060,GO:0007020,GO:0007100,GO:0007080,GO:0007052,GO:0051647,GO:0050775,GO:2000574,GO:0047496
Q9VKI3	GO:0007305
Q9VZX1	GO:0007411,GO:0021556,GO:0045087,GO:0008045,GO:0007399,GO:0010941,GO:0031637,GO:0008592,GO:0008063
Q9VFV2	GO:0048067,GO:0042438
Q9VHY5	GO:0006355,GO:0006357,GO:0051123,GO:0006367
Q9VG78	GO:0000381,GO:0006351
Q24239	GO:0007275
Q9VDV4	GO:0006821,GO:0050829,GO:0050965
Q24246	GO:0008088,GO:0007349,GO:0051642,GO:0001754,GO:0007018,GO:0000226,GO:0034501,GO:0007291,GO:0007051
Q4V5A7	GO:0007283
Q9VR03	
Q7KT85	
Q9VQT5	
Q24266	GO:0035288,GO:0007376,GO:0007480,GO:0000122,GO:0045944,GO:0035289,GO:1902692,GO:0045664,GO:0006357
Q27393	GO:0045167,GO:0007098,GO:0051299,GO:0007100,GO:0007052,GO:0018105,GO:0007279,GO:1903827,GO:0032465,GO:0098725
Q9VA38	GO:0007298,GO:0001708,GO:0000082,GO:0035329,GO:0007446,GO:0035556,GO:0042771,GO:0090090,GO:0008285,GO:0060253,GO:0045571,GO:0046621,GO:0042308,GO:0007424,GO:0018105,GO:0043065,GO:0006468,GO:0045464,GO:0042127,GO:0008360,GO:0048814,GO:0045570,GO:0046620,GO:0010212,GO:0072089
Q9VMG8	
Q9VUX9	GO:0050829,GO:0051604,GO:0016485,GO:0006508,GO:0007283
Q24297	GO:0000398,GO:0000387
Q9VI10	GO:0000278,GO:0000398,GO:0000387
Q9VLV5	GO:0000398,GO:0000387
Q9VRT7	GO:0000398
Q24298	GO:0045176,GO:0008356,GO:0007411,GO:0007409,GO:0007298,GO:0007420,GO:0035147,GO:0016339,GO:0007155,GO:0098609,GO:0044331,GO:0035212,GO:0090254,GO:0000902,GO:0030031,GO:0001745,GO:0050832,GO:0071907,GO:0007163,GO:0036099,GO:0010004,GO:0030708,GO:0007281,GO:0008354,GO:0042078,GO:0007506,GO:0008406,GO:0035262,GO:0008258,GO:0007507,GO:0035099,GO:0007156,GO:0035160,GO:0098730,GO:0002009,GO:0001738,GO:0007399,GO:0016318,GO:0007314,GO:0030720,GO:0048477,GO:0007424,GO:0001748,GO:0003151,GO:0007297,GO:0007280,GO:1903688,GO:0007435,GO:0007379,GO:0048103,GO:0035019,GO:0007370,GO:0042060,GO:0045186
Q24307	GO:0022416,GO:0050829,GO:1990001,GO:0045087,GO:0043066,GO:0043154,GO:0061057,GO:0006964,GO:0033160,GO:0070936,GO:0070534,GO:0016567,GO:0043281,GO:0006511
Q8IQI0	GO:0000122
Q8SX89	GO:0008344,GO:0007569,GO:0007349,GO:0016331,GO:0006997
Q94538	GO:0007411,GO:0016199,GO:0070983,GO:0048813,GO:0008347,GO:0008045,GO:0050773,GO:0007432
Q9VAR6	GO:0007529,GO:0072499,GO:1904396,GO:0019991,GO:0050808
Q9VBG6	
Q9VKI2	
Q9VLI2	GO:0006013,GO:0006517
Q9VLM6	GO:0007099
Q9VQ58	GO:0006355
Q9VXU3	
Q9W1T4	GO:0006397,GO:0033119,GO:0060968,GO:0008380
Q9W4V0	
Q7K1J3	GO:0000045,GO:0000422,GO:0006995,GO:0016236
Q24317	GO:0006260,GO:0006269
Q27368	GO:0019730,GO:0042023,GO:0007307,GO:0000082,GO:0007444,GO:0035167,GO:0000122,GO:0045476,GO:0010628,GO:0045850,GO:1904263,GO:0045893,GO:0045944,GO:0051726,GO:1900117,GO:0035206,GO:0007419
Q7JY99	GO:0046167,GO:0006071,GO:0016310,GO:0006641
Q8SYD0	GO:0007630,GO:0034551,GO:0071632
Q24319	GO:0007030,GO:0034389,GO:0018279
Q7KVL6	GO:0000147,GO:0051666,GO:0030048,GO:0048149,GO:0006897,GO:0007520,GO:0030838,GO:0051127,GO:0030833,GO:0007286,GO:0007522
Q86P48	GO:0045944,GO:0006355,GO:0006357,GO:0006351
Q8IN81	GO:0002118,GO:0016199,GO:0007417,GO:0021954,GO:0007620,GO:0048813,GO:0008049,GO:0016543,GO:0016544,GO:0048065,GO:0045433,GO:0016545,GO:0060179,GO:0046661,GO:0007617,GO:0048047,GO:0007275,GO:0007517,GO:0044719,GO:0006357,GO:0007530
Q9VHZ9	
Q9VM21	GO:0007291
Q9VND7	GO:0000398
Q9VVN2	GO:0032543,GO:0006412
Q9VZ32	GO:0016311,GO:0009166
Q24368	GO:0043044,GO:0006333,GO:0006325,GO:0006338,GO:0035076,GO:0045892,GO:0035063,GO:0006334,GO:0042766,GO:0016584,GO:0045893,GO:0045944,GO:0042752,GO:0006355,GO:0006357,GO:0007283,GO:0035092,GO:0035041,GO:0006351
Q24371	GO:0007049,GO:0016567
Q24389	
Q4V6I0	
Q8T3Y1	GO:0045893
Q9VFJ1	GO:0000469,GO:0000462
Q9VIE3	
Q9VIP0	GO:0008335,GO:0007112
Q9VMB9	GO:0042776,GO:0006123
Q9VNP8	GO:0006289,GO:0001111,GO:0006357,GO:0001113,GO:0006366,GO:0006367
Q9W1I9	GO:0031047,GO:0051321,GO:0048477,GO:0034587
Q9W2A3	
Q95RU8	GO:0035076,GO:0046959,GO:0051567,GO:0002165,GO:0008345,GO:0007616,GO:0050775,GO:1900111,GO:0050688,GO:0010468,GO:0007614,GO:0035220
Q9V4D8	GO:0006285,GO:0006298
Q9VLM3	GO:0003333
Q9VXW7	GO:0035626,GO:0043069,GO:0045944,GO:0006355
Q24407	GO:0015986,GO:1902600
Q9W4X9	GO:0036090,GO:0006888,GO:0007030,GO:0048193,GO:0007060,GO:0007112,GO:0007107,GO:0000070,GO:0007094
Q9VV23	
Q9W423	GO:0046513,GO:0050995,GO:0046889,GO:0032933,GO:0006641
Q7JWE2	
Q24439	GO:0042776,GO:1902600
Q9VGF5	GO:1901029,GO:0008284,GO:0009306
Q9VVZ8	GO:0006816,GO:0070417,GO:0050982,GO:0050960
Q9VYB7	GO:0006478,GO:0009306
Q24451	GO:0035010,GO:0006013,GO:0006491,GO:0006517,GO:0006486,GO:0016063
Q24459	GO:0006325,GO:0050832,GO:0045892,GO:0061087,GO:0045893,GO:0007419
Q9VAF5	GO:0045176,GO:0016339,GO:0019722,GO:0044331,GO:0007304,GO:0032529,GO:0007156,GO:0002385,GO:2000370,GO:0032533,GO:0007224,GO:0035239,GO:0007305
Q24468	GO:0032924,GO:0007411,GO:0001745,GO:0048813,GO:0009953,GO:0007391,GO:0042078,GO:0030718,GO:0008258,GO:0007443,GO:0010629,GO:0045705,GO:0048666,GO:0007424,GO:0007428,GO:0006468,GO:0007179
Q6AWG9	GO:0045944
Q9U5W6	
Q9VGW4	
Q9VI25	GO:0003012
Q9VN44	GO:0006607,GO:0006610
Q9VRY4	GO:0007411,GO:0021952,GO:0060997,GO:0060548,GO:0016926
Q9VSD6	GO:0030576,GO:0008283,GO:0042675,GO:0048749,GO:0007476,GO:0008586,GO:0007474,GO:0016203,GO:0043524,GO:0016318,GO:0006606,GO:0045465,GO:0042052,GO:0035311
Q9VVG0	GO:0016339,GO:0044331,GO:0046843,GO:0007156
Q24492	GO:0006261,GO:0006281,GO:0006260,GO:0006268,GO:0000724,GO:0051321,GO:0006289,GO:0000723,GO:0007004
Q24498	GO:0006816,GO:0060047,GO:0007275,GO:0006936,GO:0035206,GO:0051209,GO:0072347
Q9VZ49	GO:0090502
Q86BM8	GO:0032543
Q9VJQ0	
Q9VTC7	GO:0040003
Q9VID9	GO:0070868,GO:0045892,GO:0045944
Q9VSW4	GO:0032543,GO:0006412
Q9VJY3	
Q8IQ43	
Q9VE30	GO:0006470
Q9VFA8	
Q9VKA7	GO:0060562
Q9VYB1	GO:0007059,GO:0007080
Q9W409	GO:0010468,GO:0006355
Q24562	GO:0000398,GO:0051168,GO:0046833,GO:0000381,GO:0008380
Q9VTC1	
Q7JPS2	
Q7JXG9	GO:0034976
Q7KMM8	GO:0030837
Q8MQX7	
Q8MSK1	
Q95S08	
Q9V3A8	GO:0007029,GO:0006888,GO:0007030
Q9V3C2	GO:0006886,GO:0032482,GO:0016192
Q9V3J9	
Q9V3X8	GO:0048813,GO:0000122
Q9VAP9	GO:0034976
Q9VBX7	
Q9VCD8	GO:0051276,GO:0048813,GO:0016319,GO:0010629,GO:0016322
Q9VDT3	
Q9VEW6	GO:0008407,GO:0000122
Q9VFU8	GO:0031032,GO:0046665,GO:0007391,GO:0045198,GO:0035088,GO:0042462,GO:0007390,GO:0008258
Q9VHP3	
Q9VJ74	GO:0000398,GO:0050688
Q9VK44	GO:0000209,GO:0016567,GO:0030433
Q9VLN6	GO:0055085,GO:0042060
Q9VM93	GO:0048490,GO:0048675,GO:0007411,GO:0007412,GO:0008594,GO:0099054,GO:0045467,GO:0048841,GO:0031290,GO:0007416,GO:0051124,GO:0097479
Q9VPY9	GO:0051085
Q9VQZ7	GO:0055085
Q9VRH6	GO:0045727,GO:0006412
Q9VT38	GO:0006406
Q9VVK8	
Q9VW28	GO:0048813,GO:0006355,GO:0006351
Q9VWL4	
Q9VXU2	GO:0007030,GO:0016192
Q9VXY2	GO:0000187,GO:0006915,GO:0048789,GO:0007269,GO:0051726,GO:1902041,GO:0032483,GO:0016192
Q9W425	GO:0035149,GO:0008593,GO:0007035
X2JAX8	GO:0030708,GO:0035317,GO:0007009,GO:0097320,GO:1903391
Q24567	GO:0007411,GO:0048749,GO:0070983,GO:0008347,GO:0008045,GO:2000289
Q86NU8	GO:0005975
Q8SXF0	GO:0000462,GO:0032543,GO:0006412
Q9NII1	GO:0006382,GO:0030534,GO:0008344,GO:0045475,GO:0007626,GO:0008049,GO:0016556,GO:0006397,GO:0042752,GO:0060964,GO:0042391,GO:0009408,GO:0001666,GO:0006979,GO:0009451,GO:0006396
Q9VAD3	GO:0045053,GO:0006623
Q24572	GO:0031497,GO:0006342,GO:0006281,GO:0007307,GO:0016573,GO:0070734,GO:0051567,GO:0016571,GO:0000281,GO:0000122,GO:0006334,GO:0042766,GO:0016584,GO:0008284,GO:0007346,GO:0007379,GO:0006351
Q9VVJ7	GO:0045454
Q24583	GO:0015991
Q24591	GO:0009653,GO:0019731,GO:0003401,GO:0007155,GO:0060026,GO:0006952,GO:0030703,GO:0048598,GO:0006955,GO:0045087,GO:0007275,GO:0007297,GO:0007165,GO:0007419
Q24595	GO:0010777,GO:0006298,GO:0006289
Q27237	GO:0007005,GO:0007275,GO:0006457,GO:0009408,GO:0007224
Q8MR16	GO:0070988,GO:0035167
Q27268	GO:0006338,GO:0006406,GO:0000398,GO:0000381
Q9V431	GO:0006915,GO:0043066
Q27324	GO:0007411,GO:0016199,GO:0030154,GO:0061643,GO:0070983,GO:0016204,GO:0007482,GO:0007611,GO:0007613,GO:0016203,GO:0016319,GO:0043066,GO:0009968,GO:0008355,GO:0070374,GO:0007435,GO:0007165,GO:0007416,GO:0016055
Q27333	GO:0007275
Q7K0Y1	GO:0000466,GO:0000463,GO:0035206
Q7K4L8	
Q7KT91	GO:0008206,GO:0006680,GO:0016139
Q95TY2	GO:0048749
Q9VNI3	
Q27367	GO:0006915,GO:0048102,GO:0006955,GO:0002433,GO:0042116,GO:0006909,GO:0006911,GO:0090382,GO:0050764
Q27411	GO:0030490
Q27415	GO:0006338,GO:0035041
Q9V818	GO:0007166,GO:0008340,GO:0007186,GO:0042594
Q7PL83	GO:0000380,GO:0001745,GO:0006281,GO:0000398,GO:0000381
Q9VEG9	
Q9VWD6	GO:0002949
Q27594	
Q9VST4	
Q9W2Q5	GO:0055074,GO:0007602
Q27597	GO:0006723,GO:0009725
Q27606	
Q7JYH3	GO:0032981
Q27884	GO:0000082,GO:0000278,GO:0046329,GO:0006470
Q9V730	GO:0007411,GO:0008354,GO:0006024,GO:0015012,GO:0015014,GO:0030210,GO:0006044,GO:0090263,GO:0090098,GO:0045880,GO:0006486,GO:0008589,GO:0016055
Q8MQK4	GO:0044211,GO:0008655,GO:0044206
Q8SWU7	
Q29QP5	
Q29QQ9	GO:0043928,GO:0000467,GO:0071028,GO:0071042,GO:0071035,GO:0071038,GO:0034427,GO:0016075,GO:0034473,GO:0034475,GO:0034476
Q9VW53	GO:0071028,GO:0034427,GO:0071051,GO:0010468,GO:0016075,GO:0034475
Q29R09	GO:0070936
Q9VYY3	GO:0050905,GO:0071569
T1W131	
Q7JW03	GO:0000209,GO:0006511
Q9V9U3	GO:0007616
Q9VDZ9	
Q7K1U0	GO:0042595,GO:0051028,GO:0003012,GO:0048168,GO:0110077
Q8T8Y8	
Q6NNC7	
Q9VXS6	GO:0006351
Q9VNZ1	
Q8MRI3	
Q3KN34	
Q3YMS8	
Q9V6X7	GO:0098609,GO:0006897,GO:0006004,GO:0045746,GO:0007219,GO:0016266,GO:0045747,GO:0030163,GO:0036066,GO:0006493,GO:0008593,GO:0006355
Q4LBB9	GO:0007189,GO:0009566,GO:0007186,GO:0030728,GO:0045887
Q4QPU3	
Q9VU37	
Q4QPX2	
Q4QPY0	
Q4QQ01	
Q9VCR2	GO:0006520
Q4QQ12	GO:0033108,GO:0006627,GO:0006465
Q4QQ29	
Q9VI56	GO:0048190
Q4V3F5	
Q9VJZ7	GO:0006364
Q9VQ36	GO:0045184,GO:0035320
Q9VP89	
Q9VTA8	
Q9VV10	
Q9W2X5	
Q4V4H7	
Q4V4P1	
Q4V4R8	
Q9VBR1	GO:0016197,GO:0006955,GO:0090307,GO:0035542,GO:0006904
Q9VVW7	GO:0061077
Q9VWF0	
Q95RQ4	GO:0090503
Q8IRZ3	GO:0007018
Q9VXX6	
Q4V5E4	
Q9VS84	GO:0007476,GO:0007474
Q4V5H1	GO:0000398,GO:0045070,GO:0006457
Q4V5J3	GO:0006508
Q9VJA4	
Q9VTC2	GO:0008057
Q9VTF9	GO:0098586,GO:0032436,GO:0006508,GO:0006511
Q4V5M2	
Q4V6B6	GO:0032053,GO:0050910,GO:0035735,GO:0048060,GO:0032880,GO:0007288
Q4V6K4	
Q4V6L1	
Q4V6L8	GO:0040003
Q4V6W7	
Q9VQA8	
Q4V6X9	GO:0006357
Q7K2U6	
Q9VTT1	
Q9W592	GO:0044528,GO:1903108,GO:0070129,GO:0002082,GO:0022400
Q500X4	GO:0032504
Q500Y7	GO:0006122
Q7JVP2	GO:0006402,GO:0017148
Q9VXW3	GO:0008283
P16911	GO:0018105,GO:0006468
Q9VFP1	
Q59DP9	GO:0006874,GO:0051480
Q59DX8	GO:0017190,GO:0018002,GO:0006473
Q59DZ1	
Q7PLT4	GO:0030150,GO:0006626
Q9VEX0	GO:0015015,GO:0030202,GO:0008045,GO:0090090,GO:0042059,GO:0045879,GO:0045880,GO:0016201,GO:0048190
Q9VFP0	
Q9VIL4	GO:0007498
Q9VPB2	GO:0008608,GO:0051382
Q9VWG5	
Q7K3X8	GO:0016311
Q7PLI2	GO:0048854,GO:0050802,GO:0006302,GO:0034087,GO:0071169,GO:0007612,GO:0034088,GO:0007076,GO:0061780,GO:0007064,GO:0045793,GO:0010628,GO:0045927,GO:1905406,GO:0045893,GO:0070550,GO:0006355,GO:1990414,GO:0007614,GO:0007130,GO:0070193,GO:0071733
Q9VYH1	GO:0010106,GO:0006880,GO:0098711,GO:0009620
Q59E36	GO:0006325,GO:0061086,GO:2000619,GO:0045892,GO:0000122,GO:0090309,GO:0045747,GO:0007221
Q9W4Q9	GO:0007166,GO:0008286
Q6NN55	GO:0008354,GO:0030258,GO:0007009,GO:0007291
Q7JWX3	GO:0019732,GO:0006955,GO:0010951,GO:0045751,GO:0030162,GO:0009617,GO:0009620,GO:0008063
Q7K3Z3	GO:0000045,GO:0007030,GO:0061025,GO:0031468,GO:0043161,GO:0042052
Q9V9A8	GO:0006357
Q9VHV8	GO:0030036,GO:0034599,GO:0008362,GO:0048749,GO:0008340,GO:0071907,GO:0046843,GO:0007391,GO:0048615,GO:0008544,GO:0001736,GO:0048803,GO:0007561,GO:0046528,GO:0046529,GO:0007254,GO:0046844,GO:0043066,GO:0046329,GO:0070303,GO:0030707,GO:0007422,GO:1903688,GO:0010628,GO:0050778,GO:0006470,GO:0009306,GO:0010389,GO:0006979,GO:0042060
Q9VQ25	GO:0008045
Q9W509	
Q5BI25	GO:0048193,GO:0006886,GO:0007269,GO:0042147,GO:0016081,GO:0048278,GO:0006906,GO:0016192
Q5BI50	GO:0006974,GO:0007307,GO:0045732,GO:0016567,GO:0006511
Q9VDI3	GO:0019722,GO:0051300
Q9VI74	GO:0000493,GO:0022618
Q5BIB8	GO:0007171,GO:0043066
Q5EAK6	GO:0006974,GO:0006348,GO:0051276,GO:0000077,GO:1990164,GO:0008630,GO:0000706,GO:0007093,GO:0007095,GO:0007275,GO:0034351,GO:0045824,GO:1901215,GO:1904262,GO:0030717,GO:0016310,GO:0045494,GO:0006468,GO:0031000,GO:0016233,GO:0000723
Q5LJP6	GO:0035556,GO:0006468
Q5LJP9	GO:0006529,GO:0006541
Q9VS62	GO:0051973,GO:0042254
Q5U117	GO:0001745,GO:0006635,GO:0055088,GO:0051793,GO:0032504,GO:1900408,GO:0034976
Q9U915	GO:0006172,GO:0046033,GO:0046034
Q5U124	GO:1902475
Q8SWT2	GO:0044806
Q9VFC7	
Q8MV48	GO:0009312,GO:0006486
Q9VIQ6	
Q9VNX6	GO:0042254,GO:0000451
